Title: List of Funded Startups in San Francisco (2026)
San Francisco remains the epicenter of innovation and these freshly funded San Francisco startups are defining what’s next. 

From [AI](https://fundraiseinsider.com/blog/ai-startups/)and Web3 to [biotech](https://fundraiseinsider.com/blog/biotech-startups/), [SaaS](https://fundraiseinsider.com/blog/recently-funded-saas-startups/), and enterprise automation, San Francisco’s startups continue to attract some of the largest funding rounds in the world. These companies are scaling fast, hiring top talent, expanding into new markets, and actively looking for partners, platforms, and services to fuel their next phase of growth. 

At Fundraise Insider, we track every newly funded startup in San Francisco and deliver verified contact details for founders, C-suite executives, and decision makers so you can reach out before your competitors even know they raised. 

Below is a sample of recently funded startups based in San Francisco. 

Just after raising venture capital, startups in San Francisco will hire new employees, sign-on new agencies (marketing, software development, recruitment, legal, accounting, etc) and buy new SaaS software to help them grow their business. 

If you’re looking to sign-on new clients this year, pitch to these San Francisco startups right after they raise funding via the [B2B sales leads list](https://fundraiseinsider.com/)– **Fundraise Insider **, trusted by the likes of Google, Oracle, Brex, Plaid, Gartner, etc. 

> Pay Once, Get Lifetime Weekly Leads | Fundraise Insider

## Newly Funded San Francisco Startups

****Click here to download 10 leads from newly funded startups. ****

**Leads list includes: ***First Name, Last Name, Title, Company, Email, Linkedin Url, # Employees, Industry, Website, Company Linkedin Url, Facebook Url, Twitter Url, Company Phone, Technologies, Annual Revenue, Short Description, Founded Year, Top 5 Investors, Funding Amount, Headquarters, Funding Type, Funding Date. *

| Company | Industry | Website | Headquarters | Funding Type | 
| Spur | information technology & services | http://www.spurtest.com | San Francisco, California, United States | Seed | 
| Riza | information technology & services | http://www.riza.io | San Francisco, California, United States | Seed | 
| Hammerspace | information technology & services | http://www.hammerspace.com | San Mateo, California, United States | Series B | 
| Bauplan | information technology & services | http://www.bauplanlabs.com | San Francisco, California, United States | Seed | 
| Auradine | information technology & services | http://www.auradine.com | Santa Clara, California, United States | Series C | 
| Glycomine | research | http://www.glycomine.com | San Francisco, California, United States | Series C | 
| Scout AI | defense & space | http://www.scoutco.ai | Sunnyvale, California, United States | Seed | 
| Nexad | information technology & services | http://www.nex.ad | San Francisco, California, United States | Seed | 
| Parsewise | information technology & services | http://www.parsewise.ai | San Francisco, California, United States | Pre-Seed | 
| Doss | information technology & services | http://www.doss.com | San Francisco, California, United States | Series A | 
| SlashExperts | information technology & services | http://www.slashexperts.com | San Francisco, California, United States | Seed | 
| Attovia Therapeutics | research | http://www.attovia.com | San Carlos, California, United States | Series C | 
| Caban Systems | renewables & environment | http://www.cabanenergy.com | Burlingame, California, United States | Private Equity | 
| Mainspring Energy | environmental services | http://www.mainspringenergy.com | Menlo Park, California, United States | Series F | 
| Conifer | electrical/electronic manufacturing | http://www.conifer.io | Sunnyvale, California, United States | Seed | 
| Frekil | information technology & services | http://www.frekil.com | San Francisco, California, United States | Pre-Seed | 
| nEYE Systems | higher education | http://www.berkeley.edu | Berkeley, California, United States | Series B | 
| City Innovate | information technology & services | http://www.authorium.com | San Francisco, California, United States | Series A | 
| Artisan AI | information technology & services | http://www.artisan.co | San Francisco, California, United States | Series A | 
| Radiant Logic | information technology & services | http://www.radiantlogic.com | Novato, California, United States | Private Equity | 
| Tessell | information technology & services | http://www.tessell.com | San Ramon, California, United States | Series B | 
| Springtail | information technology & services | http://www.springtail.io | San Francisco, California, United States | Pre-Seed | 
| Remedy Scientific | environmental services | http://www.remedyscientific.com | San Francisco, California, United States | Seed | 
| Kandu Health | hospital & health care | http://www.kanduhealth.com | Campbell, California, United States | Venture - Series Unknown | 
| Aurascape | information technology & services | http://www.aurascape.ai | Santa Clara, California, United States | Series A | 
| Anecdotes | information technology & services | http://www.anecdotes.ai | Palo Alto, California, United States | Series B | 
| Sizl | food production | http://www.sizl.com | Redwood City, California, United States | Seed | 
| Rescale | information technology & services | http://www.rescale.com | San Francisco, California, United States | Series D | 
| SigIQ | information technology & services | http://www.sigiq.ai | Berkeley, California, United States | Seed | 
| SandboxAQ | information technology & services | http://www.sandboxaq.com | Palo Alto, California, United States | Series E | 
| F√©lix | financial services | http://www.felixpago.com | San Francisco, California, United States | Series B | 
| Phonic | information technology & services | http://www.phonic.co | San Francisco, California, United States | Seed | 
| Thatch | information technology & services | http://www.thatch.ai | San Francisco, California, United States | Series B | 
| Skylight Frame | electrical/electronic manufacturing | http://www.skylightframe.com | San Francisco, California, United States | Debt Financing | 
| Larridin | information technology & services | http://www.larridin.com | San Francisco, California, United States | Series A | 
| Neurona Therapeutics | research | http://www.neuronatherapeutics.com | San Francisco, California, United States | Venture - Series Unknown | 
| Further AI | information technology & services | http://www.furtherai.com | San Francisco, California, United States | Seed | 
| Opsera | information technology & services | http://www.opsera.io | Palo Alto, California, United States | Series B | 
| AttoTude | information technology & services | http://www.attotude.com | Menlo Park, California, United States | Series B | 
| Hakimo | information technology & services | http://www.hakimo.ai | Menlo Park, California, United States | Series A | 
| Playback | information technology & services | http://www.playback.tv | San Francisco, California, United States | Venture - Series Unknown | 
| Taxo | hospital & health care | http://www.taxo.ai | San Francisco, California, United States | Seed | 
| Abound | financial services | http://www.joinabound.com | San Francisco, California, United States | Seed | 
| Mercury | financial services | http://www.mercury.com | San Francisco, California, United States | Series C | 
| Epicrispr Biotechnologies | research | http://www.epicrispr.com | South San Francisco, California, United States | Series B | 
| Brisk Teaching | education management | http://www.briskteaching.com | Los Altos, California, United States | Series A | 
| Lumin Digital | financial services | http://www.lumindigital.com | San Ramon, California, United States | Undisclosed | 
| GetReal Labs | information technology & services | http://www.getrealsecurity.com | San Mateo, California, United States | Series A | 
| BuildClub | information technology & services | http://www.buildclub.com | San Francisco, California, United States | Venture - Series Unknown | 
| Nexthop AI | computer networking | http://www.nexthop.ai | Santa Clara, California, United States | Series A | 
| UptimeAI | information technology & services | http://www.uptimeai.com | San Francisco, California, United States | Venture - Series Unknown | 
| Evident Vascular | medical devices | http://www.evidentvascular.com | San Jose, California, United States | Series B | 
| Arcade | information technology & services | http://www.arcade.ai | San Francisco, California, United States | Series A | 
| Lumber | financial services | http://www.lumberfi.com | San Jose, California, United States | Series A | 
